0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.986813,0.606695,0.990403,0.988848,0.997886,0.996269,1.000000,1.000000,0.990719,0.811245,0.996289,0.992278,0.990601,0.996205,0.998168,0.994444,0.990601,0.873518,0.979879,0.970588,0.949561,0.411765,0.964912,0.957643,0.919512,0.876894,0.899628,0.928717,0.769539,0.507491,0.032258,1.000000
0.151648,0.211297,0.153551,0.135688,0.710359,0.604478,0.430970,0.153420,0.582367,0.795181,0.029685,0.052124,0.105263,0.026565,0.146520,0.711111,0.526316,0.175889,0.064386,0.772059,0.157895,0.162745,0.200780,0.136280,0.519512,0.821970,0.671004,0.331976,0.308617,0.911985,0.000000,0.000000
0.349451,0.280335,0.441459,0.369888,0.545455,0.824627,0.809702,0.593346,0.816705,0.909639,0.623377,0.575290,0.890977,0.593928,0.637363,0.975926,0.984962,0.974308,0.917505,0.968750,0.357456,0.252941,0.532164,0.373849,0.295122,0.842803,0.843866,0.623218,0.775551,0.878277,0.000000,0.000000
0.580220,0.935146,0.612284,0.631970,0.021142,0.128731,0.285448,0.170055,0.373550,0.068273,0.237477,0.333977,0.291353,0.349146,0.293040,0.388889,0.353383,0.148221,0.177062,0.154412,0.517544,0.837255,0.575049,0.558011,0.119512,0.251894,0.328996,0.156823,0.148297,0.078652,0.000000,0.000000
0.443956,0.359833,0.466411,0.485130,0.029598,0.078358,0.378731,0.075786,0.109049,0.154618,0.051948,0.806950,0.007519,0.115750,0.487179,0.357407,0.590226,0.083004,0.553320,0.250000,0.377193,0.645098,0.370370,0.408840,0.204878,0.267045,0.496283,0.124236,0.456914,0.265918,0.000000,0.000000
0.103297,0.182008,0.080614,0.096654,0.475687,0.087687,0.014925,0.003697,0.366589,0.393574,0.677180,0.610039,0.616541,0.514232,0.972527,0.205556,0.015038,0.005929,0.768612,0.556985,0.149123,0.260784,0.138402,0.145488,0.792683,0.136364,0.011152,0.006110,0.579158,0.411985,0.000000,0.000000
0.037363,0.351464,0.030710,0.035316,0.807611,0.796642,0.975746,0.560074,0.846868,0.975904,0.493506,0.557915,0.340226,0.231499,0.857143,0.985185,0.998120,0.990119,0.971831,0.966912,0.052632,0.339216,0.038986,0.042357,0.746341,0.888258,1.000000,0.775967,0.957916,0.940075,0.000000,0.000000
0.050549,0.717573,0.040307,0.042751,0.122622,0.218284,0.313433,0.022181,0.011601,0.771084,0.007421,0.546332,0.065789,0.000000,0.333333,0.629630,0.684211,0.063241,0.539235,0.751838,0.035088,0.658824,0.048733,0.031308,0.185366,0.409091,0.414498,0.032587,0.168337,0.747191,0.000000,0.000000
0.380220,0.297071,0.424184,0.399628,0.879493,0.641791,0.326493,0.432532,0.853828,0.736948,0.610390,0.422780,0.556391,0.561670,0.679487,0.350000,0.355263,0.373518,0.442656,0.591912,0.436404,0.290196,0.461988,0.438306,0.739024,0.435606,0.312268,0.336049,0.681363,0.651685,0.000000,0.000000
0.386813,0.282427,0.399232,0.410781,0.636364,0.130597,0.305970,0.399261,0.218097,0.170683,0.261596,0.295367,0.172932,0.258065,0.721612,0.020370,0.253759,0.326087,0.692153,0.158088,0.317982,0.190196,0.304094,0.338858,0.470732,0.049242,0.210037,0.185336,0.174349,0.069288,0.000000,0.000000
0.375824,0.023013,0.385797,0.401487,0.334038,0.184701,0.167910,0.316081,0.201856,0.550201,0.224490,0.113900,0.206767,0.218216,0.465201,0.237037,0.103383,0.286561,0.388330,0.724265,0.342105,0.064706,0.362573,0.353591,0.500000,0.297348,0.193309,0.358452,0.464930,0.788390,0.000000,0.000000
0.676923,0.903766,0.738964,0.721190,0.835095,0.888060,0.841418,0.824399,0.658933,0.690763,0.705009,0.430502,0.761278,0.717268,0.269231,0.703704,0.663534,0.500000,0.422535,0.452206,0.769737,0.949020,0.865497,0.799263,0.890244,0.965909,0.927509,0.867617,0.937876,0.831461,0.032258,1.000000
0.685714,0.843096,0.758157,0.719331,0.936575,0.917910,0.899254,0.802218,0.498840,0.867470,0.506494,0.909266,0.663534,0.622391,0.855311,0.907407,0.902256,0.915020,0.631791,0.882353,0.642544,0.947059,0.715400,0.690608,0.934146,0.922348,0.910781,0.914460,0.631263,0.904494,0.032258,1.000000
0.802198,0.953975,0.838772,0.825279,0.693446,0.761194,0.854478,0.789279,0.380510,0.327309,0.617811,0.498069,0.646617,0.722960,0.179487,0.479630,0.676692,0.517787,0.078471,0.340074,0.809211,0.972549,0.851852,0.845304,0.626829,0.804924,0.931227,0.843177,0.601202,0.724719,0.032258,1.000000
0.384615,0.692469,0.414587,0.421933,0.321353,0.264925,0.255597,0.399261,0.354988,0.560241,0.886827,0.851351,0.894737,0.783681,0.161172,0.414815,0.417293,0.851779,0.927565,0.867647,0.353070,0.392157,0.393762,0.370166,0.048780,0.098485,0.094796,0.114053,0.070140,0.174157,0.000000,0.000000
0.402198,0.972803,0.422265,0.440520,0.156448,0.186567,0.500000,0.301294,0.185615,0.214859,0.176252,0.666023,0.193609,0.201139,0.769231,0.520370,0.701128,0.249012,0.374245,0.417279,0.372807,0.937255,0.384016,0.399632,0.373171,0.301136,0.524164,0.228106,0.166333,0.280899,0.000000,0.000000
0.087912,0.315900,0.072937,0.072491,0.761099,0.449627,0.376866,0.179298,0.204176,0.859438,0.638219,0.702703,0.625940,0.423150,0.968864,0.679630,0.520677,0.452569,0.921529,0.768382,0.096491,0.276471,0.101365,0.082873,0.731707,0.356061,0.278810,0.142566,0.276553,0.623595,0.000000,0.000000
0.294506,0.213389,0.303263,0.301115,0.598309,0.320896,0.358209,0.194085,0.812065,0.353414,0.228200,0.604247,0.157895,0.184061,0.434066,0.425926,0.375940,0.207510,0.557344,0.356618,0.344298,0.464706,0.356725,0.359116,0.587805,0.443182,0.492565,0.307536,0.829659,0.486891,0.000000,0.000000
0.567033,0.809623,0.644914,0.596654,0.824524,0.979478,0.897388,0.715342,0.953596,0.937751,0.398887,0.934363,0.428571,0.614801,0.725275,1.000000,0.986842,0.824111,0.985915,0.981618,0.548246,0.960784,0.629630,0.585635,0.809756,0.996212,0.985130,0.782077,0.991984,0.994382,0.032258,1.000000
0.723077,0.158996,0.761996,0.754647,0.541226,0.460821,0.460821,0.573013,0.415313,0.291165,0.269017,0.108108,0.293233,0.394687,0.069597,0.224074,0.317669,0.333992,0.243461,0.073529,0.675439,0.172549,0.707602,0.710866,0.334146,0.342803,0.501859,0.558045,0.466934,0.213483,0.000000,0.000000
0.338462,0.725941,0.372361,0.349442,0.331924,0.520522,0.490672,0.521257,0.668213,0.624498,0.434137,0.760618,0.456767,0.370019,0.620879,0.594444,0.511278,0.636364,0.545272,0.733456,0.364035,0.768627,0.426901,0.364641,0.485366,0.583333,0.520446,0.582485,0.601202,0.765918,0.000000,0.000000
0.685714,0.018828,0.740883,0.723048,0.974630,0.839552,0.901119,0.924214,0.719258,0.861446,0.667904,0.123552,0.635338,0.726755,0.300366,0.562963,0.750000,0.656126,0.434608,0.689338,0.714912,0.070588,0.750487,0.756906,0.807317,0.778409,0.905204,0.802444,0.763527,0.853933,0.032258,1.000000
0.795604,0.177824,0.829175,0.819703,0.642706,0.677239,0.647388,0.774492,0.419954,0.471888,0.829314,0.254826,0.866541,0.814042,0.360806,0.694444,0.640977,0.679842,0.519115,0.613971,0.758772,0.168627,0.805068,0.784530,0.409756,0.657197,0.529740,0.663951,0.446894,0.483146,0.032258,1.000000
0.356044,0.307531,0.366603,0.381041,0.264271,0.039179,0.026119,0.038817,0.006961,0.188755,0.066790,0.166023,0.028195,0.087287,0.216117,0.001852,0.024436,0.017787,0.167002,0.023897,0.307018,0.186275,0.278752,0.303867,0.212195,0.009470,0.033457,0.040733,0.026052,0.046816,0.000000,0.000000
0.353846,0.470711,0.389635,0.382900,0.680761,0.598881,0.569030,0.530499,0.656613,0.610442,0.627087,0.465251,0.558271,0.595825,0.604396,0.455556,0.509399,0.462451,0.428571,0.582721,0.478070,0.450980,0.495127,0.497238,0.670732,0.560606,0.563197,0.501018,0.633267,0.672285,0.000000,0.000000
0.905495,0.836820,0.942418,0.921933,0.832981,0.912313,0.938433,0.955638,0.923434,0.935743,0.970315,0.847490,0.971804,0.963947,0.723443,0.890741,0.937970,0.903162,0.839034,0.875000,0.877193,0.729412,0.906433,0.902394,0.543902,0.744318,0.845725,0.828921,0.805611,0.790262,0.032258,1.000000
0.274725,0.502092,0.268714,0.269517,0.359408,0.302239,0.207090,0.127542,0.146172,0.399598,0.215213,0.291506,0.161654,0.212524,0.335165,0.396296,0.383459,0.179842,0.327968,0.444853,0.298246,0.466667,0.298246,0.313076,0.443902,0.403409,0.327138,0.262729,0.280561,0.500000,0.000000,0.000000
0.685714,0.546025,0.733205,0.730483,0.847780,0.705224,0.785448,0.780037,0.670534,0.257028,0.734694,0.223938,0.695489,0.751423,0.483516,0.320370,0.535714,0.507905,0.171026,0.314338,0.730263,0.539216,0.748538,0.767956,0.819512,0.564394,0.737918,0.688391,0.517034,0.509363,0.032258,1.000000
0.714286,0.205021,0.769674,0.749071,0.536998,0.791045,0.727612,0.735675,0.466357,0.357430,0.523191,0.187259,0.599624,0.637571,0.406593,0.737037,0.680451,0.733202,0.213280,0.485294,0.712719,0.307843,0.746589,0.749540,0.687805,0.895833,0.847584,0.851324,0.637275,0.732210,0.032258,1.000000
0.641758,0.372385,0.689059,0.671004,0.923890,0.753731,0.807836,0.809612,0.709977,0.512048,0.992579,0.720077,0.975564,0.920304,0.882784,0.774074,0.919173,0.982213,0.987928,0.435662,0.710526,0.274510,0.732943,0.716390,0.643902,0.498106,0.669145,0.751527,0.845691,0.256554,0.032258,1.000000
0.808791,0.859833,0.833013,0.838290,0.353066,0.309702,0.466418,0.582255,0.153132,0.096386,0.669759,0.710425,0.631579,0.743833,0.316850,0.190741,0.266917,0.312253,0.183099,0.397059,0.793860,0.917647,0.807018,0.819521,0.502439,0.375000,0.460967,0.560081,0.252505,0.490637,0.032258,1.000000
0.303297,0.497908,0.293666,0.304833,0.219873,0.184701,0.044776,0.055453,0.174014,0.393574,0.280148,0.530888,0.225564,0.244782,0.630037,0.161111,0.056391,0.088933,0.563380,0.398897,0.339912,0.611765,0.319688,0.346225,0.458537,0.219697,0.081784,0.134420,0.551102,0.529963,0.000000,0.000000
0.821978,0.732218,0.840691,0.845725,0.040169,0.481343,0.686567,0.654344,0.447796,0.046185,0.849722,0.629344,0.843985,0.859583,0.342491,0.922222,0.906015,0.725296,0.643863,0.810662,0.743421,0.452941,0.777778,0.786372,0.017073,0.428030,0.539033,0.441955,0.164329,0.095506,0.032258,1.000000
0.323077,0.552301,0.345489,0.332714,0.558140,0.421642,0.360075,0.545287,0.737819,0.375502,0.554731,0.644788,0.496241,0.535104,0.683150,0.411111,0.210526,0.543478,0.249497,0.522059,0.434211,0.680392,0.446394,0.460405,0.678049,0.456439,0.297398,0.533605,0.376754,0.552434,0.000000,0.000000
0.008791,0.305439,0.007678,0.007435,0.283298,0.201493,0.100746,0.035120,0.445476,0.678715,0.044527,0.376448,0.035714,0.007590,0.811355,0.372222,0.255639,0.114625,0.784708,0.349265,0.006579,0.305882,0.007797,0.005525,0.473171,0.221591,0.126394,0.032587,0.697395,0.323970,0.000000,0.000000
0.892308,0.677824,0.917466,0.905204,0.852008,0.856343,0.891791,0.953789,0.807425,0.369478,0.892393,0.225869,0.860902,0.903226,0.470696,0.842593,0.691729,0.918972,0.690141,0.748162,0.875000,0.511765,0.886940,0.904236,0.700000,0.878788,0.814126,0.953157,0.891784,0.676030,0.032258,1.000000
0.760440,0.615063,0.796545,0.793680,0.331924,0.341418,0.537313,0.626617,0.781903,0.018072,0.818182,0.283784,0.821429,0.836812,0.241758,0.333333,0.343985,0.527668,0.714286,0.347426,0.747807,0.472549,0.787524,0.775322,0.221951,0.261364,0.438662,0.541752,0.797595,0.080524,0.032258,1.000000
0.281319,0.355649,0.282150,0.286245,0.957717,0.326493,0.483209,0.744917,0.770302,0.291165,0.851577,0.955598,0.810150,0.755218,0.970696,0.325926,0.176692,0.897233,0.818913,0.463235,0.197368,0.139216,0.185185,0.189687,0.565854,0.081439,0.133829,0.423625,0.082164,0.026217,0.000000,0.000000
0.197802,0.430962,0.230326,0.187732,0.562368,0.770522,0.811567,0.397412,0.800464,0.947791,0.278293,0.818533,0.518797,0.189753,0.558608,0.938889,0.960526,0.650198,0.567404,0.957721,0.214912,0.654902,0.339181,0.191529,0.543902,0.918561,0.973978,0.586558,0.815631,0.977528,0.000000,0.000000
0.852747,0.684100,0.879079,0.877323,0.397463,0.580224,0.679105,0.772643,0.199536,0.076305,0.907236,0.237452,0.915414,0.908918,0.137363,0.377778,0.432331,0.693676,0.158954,0.097426,0.916667,0.592157,0.933723,0.928177,0.319512,0.549242,0.568773,0.792261,0.288577,0.104869,0.032258,1.000000
0.432967,0.207113,0.527831,0.466543,0.993658,0.897388,0.906716,0.879852,0.656613,0.951807,0.621521,0.355212,0.533835,0.652751,0.628205,0.675926,0.866541,0.701581,0.279678,0.926471,0.587719,0.329412,0.629630,0.639042,0.978049,0.850379,0.929368,0.855397,0.717435,0.988764,0.032258,1.000000
0.810989,0.592050,0.821497,0.827138,0.228330,0.285448,0.548507,0.639556,0.865429,0.004016,0.795918,0.581081,0.738722,0.787476,0.075092,0.074074,0.434211,0.424901,0.983903,0.156250,0.782895,0.647059,0.779727,0.797422,0.168293,0.181818,0.486989,0.578411,0.989980,0.035581,0.032258,1.000000
0.786813,0.912134,0.825336,0.815985,0.708245,0.667910,0.839552,0.707948,0.016241,0.287149,0.779221,0.830116,0.787594,0.802657,1.000000,0.983333,0.994361,0.996047,0.663984,0.988971,0.692982,0.668627,0.729045,0.734807,0.392683,0.369318,0.581784,0.543788,0.004008,0.161049,0.032258,1.000000
0.296703,0.401674,0.276392,0.306691,0.073996,0.042910,0.011194,0.029575,0.046404,0.409639,0.244898,0.332046,0.171053,0.208729,0.184982,0.042593,0.009398,0.035573,0.211268,0.117647,0.263158,0.323529,0.237817,0.272560,0.112195,0.060606,0.013011,0.042770,0.066132,0.224719,0.000000,0.000000
0.498901,0.209205,0.531670,0.540892,0.509514,0.268657,0.406716,0.515712,0.385151,0.176707,0.486085,0.127413,0.385338,0.531309,0.520147,0.225926,0.312030,0.511858,0.503018,0.132353,0.467105,0.141176,0.469786,0.500921,0.441463,0.210227,0.338290,0.446029,0.274549,0.088015,0.000000,0.000000
0.729670,0.483264,0.790787,0.758364,0.807611,0.904851,0.888060,0.850277,0.600928,0.763052,0.408163,0.339768,0.541353,0.550285,0.159341,0.775926,0.699248,0.584980,0.160966,0.674632,0.710526,0.476471,0.762183,0.740331,0.573171,0.909091,0.855019,0.769857,0.460922,0.897004,0.032258,1.000000
0.063736,0.242678,0.049904,0.055762,0.247357,0.052239,0.104478,0.160813,0.169374,0.622490,0.192950,0.266409,0.078947,0.081594,0.935897,0.140741,0.167293,0.415020,0.738431,0.575368,0.061404,0.147059,0.042885,0.053407,0.775610,0.109848,0.135688,0.283096,0.448898,0.558052,0.000000,0.000000
0.903297,0.615063,0.921305,0.910781,0.761099,0.757463,0.768657,0.868762,0.494200,0.493976,0.756957,0.299228,0.776316,0.808349,0.250916,0.553704,0.580827,0.565217,0.014085,0.536765,0.883772,0.488235,0.914230,0.883978,0.658537,0.736742,0.791822,0.735234,0.286573,0.734082,0.032258,1.000000
0.032967,0.230126,0.028791,0.029740,0.528541,0.714552,0.617537,0.293900,0.013921,0.881526,0.463822,0.393822,0.729323,0.206831,0.992674,0.962963,0.968045,0.948617,0.740443,0.847426,0.015351,0.072549,0.029240,0.014733,0.302439,0.401515,0.340149,0.075356,0.008016,0.421348,0.000000,0.000000
0.885714,0.813808,0.907869,0.897770,0.716702,0.766791,0.873134,0.905730,0.742459,0.297189,0.834879,0.982625,0.909774,0.846300,0.926740,0.851852,0.936090,0.992095,0.847082,0.902574,0.789474,0.766667,0.834308,0.815838,0.404878,0.570076,0.745353,0.800407,0.306613,0.367041,0.032258,1.000000
0.501099,0.064854,0.543186,0.527881,0.572939,0.483209,0.330224,0.338262,0.034803,0.600402,0.168831,0.015444,0.142857,0.220114,0.095238,0.390741,0.274436,0.173913,0.150905,0.391544,0.513158,0.043137,0.569201,0.532228,0.492683,0.587121,0.388476,0.338086,0.170341,0.668539,0.000000,0.000000
0.004396,0.910042,0.003839,0.003717,0.147992,0.100746,0.000000,0.000000,0.591647,0.903614,0.601113,0.725869,0.552632,0.286528,0.952381,0.120370,0.000000,0.000000,0.867203,0.919118,0.008772,0.786274,0.005848,0.007366,0.412195,0.079545,0.000000,0.000000,0.663327,0.837079,0.000000,0.000000
0.804396,0.071130,0.827255,0.834572,0.097252,0.231343,0.384328,0.547135,0.009281,0.022088,0.743970,0.469112,0.704887,0.770398,0.126374,0.070370,0.154135,0.231225,0.106640,0.020221,0.750000,0.129412,0.764133,0.775322,0.085366,0.125000,0.215613,0.380855,0.012024,0.013109,0.000000,0.000000
0.358242,0.267782,0.393474,0.366171,0.913319,0.615672,0.481343,0.476895,0.686775,0.730924,0.339518,0.509652,0.231203,0.263757,0.864469,0.355556,0.477444,0.555336,0.857143,0.323529,0.324561,0.272549,0.327485,0.329650,0.851220,0.352273,0.421933,0.386965,0.723447,0.348315,0.000000,0.000000
0.938462,0.759414,0.942418,0.936803,0.431290,0.783582,0.828358,0.878004,0.440835,0.002008,0.933210,0.747104,0.945489,0.941176,0.749084,0.788889,0.868421,0.976285,0.909457,0.288603,0.866228,0.649020,0.904483,0.889503,0.300000,0.672348,0.749071,0.826884,0.565130,0.011236,0.032258,1.000000
0.463736,0.313808,0.493282,0.501859,0.107822,0.177239,0.151119,0.138632,0.299304,0.210843,0.046382,0.088803,0.024436,0.104364,0.128205,0.229630,0.221805,0.086957,0.100604,0.202206,0.456140,0.288235,0.463938,0.484346,0.343902,0.329545,0.291822,0.272912,0.436874,0.357678,0.000000,0.000000
0.705495,0.612971,0.742802,0.734201,0.735729,0.697761,0.707090,0.693161,0.675174,0.564257,0.547310,0.345560,0.475564,0.620493,0.194139,0.572222,0.456767,0.322134,0.424547,0.488971,0.739035,0.754902,0.756335,0.753223,0.831707,0.897727,0.765799,0.676171,0.935872,0.898876,0.032258,1.000000
0.876923,0.428870,0.894434,0.882900,0.761099,0.804105,0.824627,0.872458,0.619490,0.307229,0.730983,0.413127,0.656015,0.781784,0.366300,0.529630,0.586466,0.750988,0.334004,0.172794,0.885965,0.692157,0.884990,0.880295,0.790244,0.803030,0.801115,0.930754,0.881764,0.443820,0.032258,1.000000
0.301099,0.794979,0.351248,0.310409,0.014799,0.610075,0.567164,0.430684,0.004640,0.751004,0.009276,0.712355,0.308271,0.024668,0.243590,0.877778,0.751880,0.826087,0.760563,0.931985,0.212719,0.696078,0.345029,0.211786,0.014634,0.725379,0.596654,0.537678,0.072144,0.777154,0.000000,0.000000
0.248352,0.443515,0.257198,0.237918,0.900634,0.567164,0.539179,0.499076,0.491879,0.684739,0.445269,0.826255,0.445489,0.354839,0.782051,0.559259,0.558271,0.707510,0.293763,0.632353,0.276316,0.723529,0.300195,0.268877,0.917073,0.630682,0.592937,0.586558,0.486974,0.730337,0.000000,0.000000
0.307692,0.387029,0.332054,0.308550,0.744186,0.546642,0.414179,0.480592,0.679814,0.477912,0.395176,0.822394,0.336466,0.406072,0.750916,0.368519,0.327068,0.241107,0.583501,0.134191,0.322368,0.529412,0.372320,0.342541,0.682927,0.359848,0.353160,0.211813,0.653307,0.239700,0.000000,0.000000
0.630769,0.146444,0.652591,0.672862,0.249471,0.110075,0.283582,0.334566,0.308585,0.048193,0.194805,0.096525,0.270677,0.362429,0.569597,0.203704,0.233083,0.482213,0.303823,0.126838,0.535088,0.092157,0.586745,0.583794,0.258537,0.132576,0.234201,0.325866,0.142285,0.039326,0.000000,0.000000
0.927473,0.638075,0.942418,0.942379,0.441860,0.759328,0.802239,0.903882,0.890951,0.062249,0.922078,0.843629,0.898496,0.918406,0.219780,0.709259,0.731203,0.833992,0.859155,0.387868,0.864035,0.615686,0.879142,0.882136,0.202439,0.602273,0.620818,0.735234,0.767535,0.065543,0.032258,1.000000
0.156044,0.029289,0.140115,0.143123,0.268499,0.091418,0.072761,0.121996,0.083527,0.387550,0.076067,0.449807,0.097744,0.045541,0.034799,0.216667,0.137218,0.397233,0.875252,0.547794,0.125000,0.009804,0.113060,0.110497,0.036585,0.062500,0.052045,0.052953,0.058116,0.123596,0.000000,0.000000
0.213187,0.163180,0.213052,0.210037,0.416490,0.427239,0.498134,0.304991,0.002320,0.514056,0.513915,0.511583,0.347744,0.417457,0.655678,0.807407,0.896617,0.835968,0.659960,0.784926,0.195175,0.096078,0.177388,0.178637,0.234146,0.299242,0.368030,0.213849,0.014028,0.331461,0.000000,0.000000
0.474725,0.108787,0.529750,0.494424,0.816068,0.675373,0.472015,0.615527,0.459397,0.740964,0.048237,0.067568,0.039474,0.089184,0.141026,0.311111,0.191729,0.335968,0.378270,0.411765,0.462719,0.121569,0.479532,0.478821,0.614634,0.589015,0.408922,0.619145,0.771543,0.773408,0.000000,0.000000
0.428571,0.096234,0.437620,0.468401,0.205074,0.029851,0.027985,0.060998,0.085847,0.098394,0.632653,0.264479,0.577068,0.633776,0.098901,0.011111,0.028195,0.049407,0.185111,0.259191,0.456140,0.084314,0.467836,0.489871,0.117073,0.026515,0.029740,0.065173,0.050100,0.102996,0.000000,0.000000
0.268132,0.715481,0.249520,0.267658,0.287526,0.102612,0.106343,0.081331,0.113689,0.301205,0.649351,0.577220,0.603383,0.557875,0.412088,0.122222,0.163534,0.233202,0.746479,0.121324,0.252193,0.521569,0.243665,0.257827,0.182927,0.087121,0.102230,0.071283,0.192385,0.099251,0.000000,0.000000
0.270330,0.343096,0.261036,0.275093,0.429175,0.238806,0.223881,0.157116,0.559165,0.379518,0.541744,0.521236,0.468045,0.489564,0.318681,0.466667,0.392857,0.084980,0.217304,0.474265,0.315789,0.439216,0.306043,0.344383,0.395122,0.346591,0.317844,0.144603,0.468938,0.539326,0.000000,0.000000
0.254945,0.261506,0.266795,0.254647,0.881607,0.516791,0.371269,0.454713,0.568446,0.618474,0.591837,0.534749,0.569549,0.544592,0.813187,0.246296,0.328947,0.561265,0.649899,0.498162,0.302632,0.284314,0.321637,0.322284,0.800000,0.255682,0.330855,0.480652,0.484970,0.514981,0.000000,0.000000
0.698901,0.619247,0.731286,0.737918,0.566596,0.486940,0.513060,0.608133,0.252900,0.118474,0.586271,0.528958,0.530075,0.702087,0.170330,0.544444,0.351504,0.420949,0.279678,0.308824,0.763158,0.862745,0.781676,0.799263,0.651219,0.768939,0.594796,0.704684,0.849699,0.657303,0.032258,1.000000
0.661538,0.276151,0.721689,0.667286,0.906977,0.906716,0.703358,0.804067,0.758701,0.660643,0.686456,0.488417,0.633459,0.692600,0.815018,0.855556,0.612782,0.940711,0.730382,0.806985,0.572368,0.123529,0.623782,0.587477,0.600000,0.668561,0.449814,0.647658,0.316633,0.440075,0.000000,0.000000
0.556044,0.941423,0.606526,0.585502,0.670190,0.647388,0.386194,0.554529,0.150812,0.483936,0.578850,0.756757,0.654135,0.584440,0.639194,0.633333,0.390977,0.806324,0.611670,0.834559,0.508772,0.872549,0.571150,0.535912,0.390244,0.528409,0.282528,0.517312,0.096192,0.604869,0.000000,0.000000
0.907692,0.968619,0.927063,0.927509,0.623679,0.582090,0.774254,0.892791,0.433875,0.108434,0.903525,0.965251,0.902256,0.916509,0.390110,0.581481,0.708647,0.830040,0.503018,0.329044,0.879386,0.968627,0.894737,0.907919,0.282927,0.412879,0.650558,0.741344,0.304609,0.117978,0.032258,1.000000
0.257143,0.857741,0.285988,0.224907,0.964059,0.835821,0.391791,0.574861,0.867749,0.925703,0.426716,0.916988,0.447368,0.370019,0.956044,0.779630,0.336466,0.857708,0.287726,0.863971,0.252193,0.852941,0.309942,0.209945,0.943902,0.729167,0.304833,0.608961,0.482966,0.844569,0.000000,0.000000
0.472527,0.481172,0.533589,0.498141,0.824524,0.658582,0.365672,0.458410,0.396752,0.576305,0.141002,0.084942,0.159774,0.182163,0.131868,0.305556,0.236842,0.225296,0.136821,0.130515,0.515351,0.480392,0.588694,0.548803,0.875610,0.710227,0.561338,0.653768,0.865731,0.661049,0.000000,0.000000
0.452747,0.617155,0.529750,0.490706,0.769556,0.800373,0.645522,0.682070,0.730858,0.789157,0.589981,0.256757,0.535714,0.611006,0.247253,0.516667,0.419173,0.409091,0.396378,0.512868,0.657895,0.660784,0.682261,0.688766,0.804878,0.795455,0.719331,0.682281,0.917836,0.870786,0.032258,1.000000
0.789011,1.000000,0.819578,0.801115,0.630021,0.746269,0.770522,0.831793,0.501160,0.351406,0.781076,0.285714,0.672932,0.759013,0.205128,0.650000,0.484962,0.695652,0.074447,0.402574,0.831140,0.994118,0.830409,0.834254,0.573171,0.799242,0.656134,0.881874,0.535070,0.638577,0.032258,1.000000
0.512088,0.476987,0.571977,0.529740,0.668076,0.606343,0.451493,0.526802,0.382831,0.797189,0.478664,0.602317,0.486842,0.518027,0.578755,0.542593,0.396617,0.677866,0.482897,0.615809,0.495614,0.519608,0.561404,0.526703,0.668293,0.609848,0.440520,0.602851,0.529058,0.719101,0.000000,0.000000
0.351648,0.039749,0.355086,0.373606,0.042283,0.048507,0.041045,0.090573,0.241299,0.375502,0.495362,0.750965,0.422932,0.474383,0.901099,0.129630,0.063910,0.260870,0.865191,0.790441,0.285088,0.045098,0.249513,0.294659,0.056098,0.035985,0.027881,0.036660,0.112224,0.220974,0.000000,0.000000
0.342857,0.384937,0.401152,0.355019,0.790698,0.763060,0.559702,0.386322,0.505800,0.871486,0.079777,0.723938,0.458647,0.165085,0.882784,0.748148,0.817669,0.561265,0.670020,0.884191,0.245614,0.356863,0.397661,0.252302,0.707317,0.623106,0.513011,0.291242,0.294589,0.780899,0.000000,0.000000
0.797802,0.822176,0.852207,0.823420,0.479915,0.938433,0.919776,0.898336,0.359629,0.917671,0.938776,0.727799,0.924812,0.929791,0.580586,0.966667,0.922932,0.950593,0.354125,0.977941,0.811404,0.701961,0.844055,0.845304,0.336585,0.912879,0.862454,0.857434,0.126253,0.958802,0.032258,1.000000
0.131868,0.441423,0.115163,0.122677,0.162791,0.074627,0.132463,0.079482,0.946636,0.246988,0.096475,0.971042,0.099624,0.100569,0.910256,0.255556,0.366541,0.519763,0.392354,0.737132,0.092105,0.384314,0.072125,0.081031,0.078049,0.037879,0.070632,0.024440,0.406814,0.132959,0.000000,0.000000
0.270330,0.288703,0.360845,0.276952,0.845666,0.889925,0.835821,0.746765,0.993039,0.919679,0.480519,0.704633,0.484962,0.480076,0.309524,0.790741,0.793233,0.879447,0.993964,0.766544,0.350877,0.570588,0.436647,0.394107,0.597561,0.846591,0.814126,0.820774,0.997996,0.872659,0.032258,1.000000
0.527473,0.828452,0.610365,0.579926,0.985201,0.899254,0.815298,0.857671,0.925754,0.931727,0.805195,0.905405,0.802632,0.779886,0.802198,0.712963,0.595865,0.634387,0.571429,0.738971,0.728070,0.990196,0.769980,0.766114,1.000000,0.929924,0.823420,0.863544,0.969940,0.917603,0.032258,1.000000
0.894506,0.575314,0.923225,0.907063,0.799154,0.914179,0.947761,0.889094,0.410673,0.767068,0.905380,0.216216,0.823308,0.895636,0.776557,0.912963,0.926692,0.909091,0.213280,0.928309,0.925439,0.515686,0.908382,0.935543,0.929268,0.962121,0.986989,0.963340,0.442886,0.977528,0.032258,1.000000
0.206593,0.472803,0.195777,0.191450,0.784355,0.458955,0.373134,0.341959,0.661253,0.506024,0.280148,0.428571,0.186090,0.250474,0.785714,0.370370,0.402256,0.513834,0.754527,0.014706,0.206140,0.366667,0.179337,0.206262,0.748780,0.289773,0.364312,0.401222,0.667335,0.151685,0.000000,0.000000
